size,type,threshold,time_ms
27900,reversed,30,2.263
27900,reversed,50,2.55
27900,almost,0,2.583
27900,almost,5,2.527
27900,almost,10,2.052
27900,almost,20,1.79
27900,almost,30,1.733
27900,almost,50,1.934
28000,random,0,4.873
28000,random,5,4.882
28000,random,10,4.323
28000,random,20,4.216
28000,random,30,4.567
28000,random,50,4.349
28000,reversed,0,2.442
28000,reversed,5,2.668
28000,reversed,10,1.931
28000,reversed,20,1.952
28000,reversed,30,2.687
28000,reversed,50,2.349
28000,almost,0,2.907
28000,almost,5,2.098
28000,almost,10,2.141
28000,almost,20,1.98
28000,almost,30,1.768
28000,almost,50,1.587
28100,random,0,4.736
28100,random,5,4.36
28100,random,10,4.359
28100,random,20,4.137
28100,random,30,4.27
28100,random,50,4.056
28100,reversed,0,2.592
28100,reversed,5,2.205
28100,reversed,10,2.098
28100,reversed,20,1.934
28100,reversed,30,2.32
28100,reversed,50,2.207
28100,almost,0,2.593
28100,almost,5,2.197
28100,almost,10,2.141
28100,almost,20,1.829
28100,almost,30,1.732
28100,almost,50,1.679
28200,random,0,4.872
28200,random,5,4.818
28200,random,10,4.422
28200,random,20,4.231
28200,random,30,4.074
28200,random,50,4.072
28200,reversed,0,2.599
28200,reversed,5,2.28
28200,reversed,10,2.23
28200,reversed,20,1.958
28200,reversed,30,2.335
28200,reversed,50,2.358
28200,almost,0,2.587
28200,almost,5,2.245
28200,almost,10,2.054
28200,almost,20,1.825
28200,almost,30,1.829
28200,almost,50,1.664
28300,random,0,5.073
28300,random,5,4.834
28300,random,10,4.489
28300,random,20,4.185
28300,random,30,4.067
28300,random,50,4.179
28300,reversed,0,2.928
28300,reversed,5,2.298
28300,reversed,10,2.057
28300,reversed,20,1.995
28300,reversed,30,2.252
28300,reversed,50,2.434
28300,almost,0,2.649
28300,almost,5,2.455
28300,almost,10,2.07
28300,almost,20,1.853
28300,almost,30,1.761
28300,almost,50,1.751
28400,random,0,5.34
28400,random,5,4.956
28400,random,10,4.411
28400,random,20,4.261
28400,random,30,4.212
28400,random,50,4.251
28400,reversed,0,2.66
28400,reversed,5,2.296
28400,reversed,10,2.158
28400,reversed,20,1.961
28400,reversed,30,2.538
28400,reversed,50,2.251
28400,almost,0,2.745
28400,almost,5,2.395
28400,almost,10,2.088
28400,almost,20,1.859
28400,almost,30,1.821
28400,almost,50,1.678
28500,random,0,5.134
28500,random,5,4.646
28500,random,10,4.324
28500,random,20,4.14
28500,random,30,4.116
28500,random,50,4.518
28500,reversed,0,2.695
28500,reversed,5,2.397
28500,reversed,10,2.033
28500,reversed,20,2.186
28500,reversed,30,2.296
28500,reversed,50,2.409
28500,almost,0,2.941
28500,almost,5,2.498
28500,almost,10,2.372
28500,almost,20,1.88
28500,almost,30,1.687
28500,almost,50,2.04
28600,random,0,4.962
28600,random,5,4.597
28600,random,10,4.436
28600,random,20,3.989
28600,random,30,4.012
28600,random,50,4.185
28600,reversed,0,2.539
28600,reversed,5,2.184
28600,reversed,10,1.959
28600,reversed,20,1.874
28600,reversed,30,2.152
28600,reversed,50,2.139
28600,almost,0,2.65
28600,almost,5,2.164
28600,almost,10,2.028
28600,almost,20,1.832
28600,almost,30,1.629
28600,almost,50,1.683
28700,random,0,4.975
28700,random,5,4.486
28700,random,10,4.143
28700,random,20,3.947
28700,random,30,4.875
28700,random,50,4.355
28700,reversed,0,2.841
28700,reversed,5,2.186
28700,reversed,10,2.06
28700,reversed,20,1.968
28700,reversed,30,2.298
28700,reversed,50,2.159
28700,almost,0,2.65
28700,almost,5,2.332
28700,almost,10,2.076
28700,almost,20,1.922
28700,almost,30,1.807
28700,almost,50,1.595
28800,random,0,4.7
28800,random,5,4.517
28800,random,10,4.285
28800,random,20,4.103
28800,random,30,4.234
28800,random,50,4.108
28800,reversed,0,2.594
28800,reversed,5,2.187
28800,reversed,10,2.013
28800,reversed,20,2.032
28800,reversed,30,2.328
28800,reversed,50,2.269
28800,almost,0,2.617
28800,almost,5,2.249
28800,almost,10,2.146
28800,almost,20,1.827
28800,almost,30,1.721
28800,almost,50,1.627
28900,random,0,4.659
28900,random,5,4.632
28900,random,10,4.434
28900,random,20,4.41
28900,random,30,4.274
28900,random,50,4.213
28900,reversed,0,2.486
28900,reversed,5,2.26
28900,reversed,10,2.11
28900,reversed,20,1.994
28900,reversed,30,2.323
28900,reversed,50,2.457
28900,almost,0,2.856
28900,almost,5,2.467
28900,almost,10,2.108
28900,almost,20,2.335
28900,almost,30,1.775
28900,almost,50,2.17
29000,random,0,4.777
29000,random,5,4.486
29000,random,10,4.487
29000,random,20,4.251
29000,random,30,4.525
29000,random,50,4.574
29000,reversed,0,2.784
29000,reversed,5,2.632
29000,reversed,10,2.057
29000,reversed,20,2.412
29000,reversed,30,2.536
29000,reversed,50,2.828
29000,almost,0,2.878
29000,almost,5,2.638
29000,almost,10,2.338
29000,almost,20,1.908
29000,almost,30,1.978
29000,almost,50,1.812
29100,random,0,5.063
29100,random,5,4.758
29100,random,10,4.447
29100,random,20,4.52
29100,random,30,4.389
29100,random,50,4.175
29100,reversed,0,2.638
29100,reversed,5,2.179
29100,reversed,10,2.303
29100,reversed,20,2.154
29100,reversed,30,2.254
29100,reversed,50,2.212
29100,almost,0,2.718
29100,almost,5,2.402
29100,almost,10,2.182
29100,almost,20,1.889
29100,almost,30,1.737
29100,almost,50,1.714
29200,random,0,5.084
29200,random,5,4.437
29200,random,10,4.265
29200,random,20,4.185
29200,random,30,4.449
29200,random,50,4.34
29200,reversed,0,2.669
29200,reversed,5,2.297
29200,reversed,10,2.101
29200,reversed,20,2.112
29200,reversed,30,2.376
29200,reversed,50,2.393
29200,almost,0,2.754
29200,almost,5,2.506
29200,almost,10,2.28
29200,almost,20,1.926
29200,almost,30,1.866
29200,almost,50,1.7
29300,random,0,5.177
29300,random,5,5.089
29300,random,10,4.474
29300,random,20,4.287
29300,random,30,4.649
29300,random,50,4.465
29300,reversed,0,2.702
29300,reversed,5,2.483
29300,reversed,10,2.029
29300,reversed,20,1.957
29300,reversed,30,2.349
29300,reversed,50,2.255
29300,almost,0,2.776
29300,almost,5,2.317
29300,almost,10,2.066
29300,almost,20,1.87
29300,almost,30,1.661
29300,almost,50,1.811
29400,random,0,5.229
29400,random,5,4.925
29400,random,10,4.529
29400,random,20,4.368
29400,random,30,4.337
29400,random,50,4.154
29400,reversed,0,2.58
29400,reversed,5,2.248
29400,reversed,10,2.078
29400,reversed,20,1.94
29400,reversed,30,2.464
29400,reversed,50,2.365
29400,almost,0,2.846
29400,almost,5,2.229
29400,almost,10,2.192
29400,almost,20,1.965
29400,almost,30,1.745
29400,almost,50,1.729
29500,random,0,5.097
29500,random,5,4.846
29500,random,10,4.402
29500,random,20,4.212
29500,random,30,4.09
29500,random,50,4.261
29500,reversed,0,2.942
29500,reversed,5,2.192
29500,reversed,10,2.026
29500,reversed,20,2.125
29500,reversed,30,2.531
29500,reversed,50,2.654
29500,almost,0,2.842
29500,almost,5,2.589
29500,almost,10,2.146
29500,almost,20,2.006
29500,almost,30,1.746
29500,almost,50,1.743
29600,random,0,5.515
29600,random,5,5.084
29600,random,10,5.929
29600,random,20,4.606
29600,random,30,4.58
29600,random,50,4.547
29600,reversed,0,3.176
29600,reversed,5,2.537
29600,reversed,10,2.579
29600,reversed,20,2.242
29600,reversed,30,2.782
29600,reversed,50,2.604
29600,almost,0,3.297
29600,almost,5,2.547
29600,almost,10,2.342
29600,almost,20,2.095
29600,almost,30,1.918
29600,almost,50,1.89
29700,random,0,5.759
29700,random,5,5.263
29700,random,10,5.244
29700,random,20,4.753
29700,random,30,6.681
29700,random,50,4.721
29700,reversed,0,2.938
29700,reversed,5,2.565
29700,reversed,10,2.351
29700,reversed,20,2.248
29700,reversed,30,2.692
29700,reversed,50,2.594
29700,almost,0,3.065
29700,almost,5,2.701
29700,almost,10,2.498
29700,almost,20,2.04
29700,almost,30,1.903
29700,almost,50,1.929
29800,random,0,6.245
29800,random,5,5.309
29800,random,10,4.941
29800,random,20,4.794
29800,random,30,4.8
29800,random,50,4.738
29800,reversed,0,3.348
29800,reversed,5,2.539
29800,reversed,10,2.394
29800,reversed,20,2.491
29800,reversed,30,2.698
29800,reversed,50,2.741
29800,almost,0,3.049
29800,almost,5,3.32
29800,almost,10,2.211
29800,almost,20,2.028
29800,almost,30,1.957
29800,almost,50,2.962
29900,random,0,5.519
29900,random,5,5.622
29900,random,10,5.005
29900,random,20,4.621
29900,random,30,5.251
29900,random,50,4.762
29900,reversed,0,3.491
29900,reversed,5,2.819
29900,reversed,10,2.331
29900,reversed,20,2.313
29900,reversed,30,2.695
29900,reversed,50,2.649
29900,almost,0,3.113
29900,almost,5,2.578
29900,almost,10,2.514
29900,almost,20,2.118
29900,almost,30,1.904
29900,almost,50,2.084
30000,random,0,6.019
30000,random,5,5.426
30000,random,10,4.96
30000,random,20,4.835
30000,random,30,4.583
30000,random,50,4.686
30000,reversed,0,2.734
30000,reversed,5,3.223
30000,reversed,10,3.255
30000,reversed,20,2.425
30000,reversed,30,2.67
30000,reversed,50,2.65
30000,almost,0,3.384
30000,almost,5,2.59
30000,almost,10,2.427
30000,almost,20,2.138
30000,almost,30,1.919
30000,almost,50,2.046
30100,random,0,5.927
30100,random,5,5.937
30100,random,10,5.148
30100,random,20,5.382
30100,random,30,4.928
30100,random,50,4.827
30100,reversed,0,3.225
30100,reversed,5,2.7
30100,reversed,10,2.544
30100,reversed,20,2.425
30100,reversed,30,2.797
30100,reversed,50,2.742
30100,almost,0,3.186
30100,almost,5,2.881
30100,almost,10,2.543
30100,almost,20,2.254
30100,almost,30,1.922
30100,almost,50,2.244
30200,random,0,5.67
30200,random,5,6.298
30200,random,10,5.699
30200,random,20,5.348
30200,random,30,5.19
30200,random,50,5.037
30200,reversed,0,3.794
30200,reversed,5,2.668
30200,reversed,10,2.57
30200,reversed,20,2064.08
30200,reversed,30,2.855
30200,reversed,50,2.889
30200,almost,0,3.154
30200,almost,5,2.638
30200,almost,10,2.769
30200,almost,20,2.588
30200,almost,30,2.041
30200,almost,50,2.118
30300,random,0,5.97
30300,random,5,5.719
30300,random,10,5.378
30300,random,20,5.379
30300,random,30,5.328
30300,random,50,5.189
30300,reversed,0,3.722
30300,reversed,5,2.66
30300,reversed,10,2.758
30300,reversed,20,2.558
30300,reversed,30,2.908
30300,reversed,50,2.887
30300,almost,0,3.714
30300,almost,5,2.68
30300,almost,10,2.438
30300,almost,20,2.711
30300,almost,30,2.26
30300,almost,50,2.173
30400,random,0,6.288
30400,random,5,5.639
30400,random,10,5.203
30400,random,20,5.701
30400,random,30,4.835
30400,random,50,5.045
30400,reversed,0,3.126
30400,reversed,5,2.602
30400,reversed,10,2.501
30400,reversed,20,2.434
30400,reversed,30,2.941
30400,reversed,50,2.698
30400,almost,0,3.067
30400,almost,5,3.296
30400,almost,10,2.571
30400,almost,20,2.691
30400,almost,30,2.093
30400,almost,50,2.269
30500,random,0,5.627
30500,random,5,6.325
30500,random,10,5.278
30500,random,20,5.301
30500,random,30,4.535
30500,random,50,4.558
30500,reversed,0,3.077
30500,reversed,5,2.639
30500,reversed,10,2.348
30500,reversed,20,2.251
30500,reversed,30,2.965
30500,reversed,50,2.78
30500,almost,0,3.127
30500,almost,5,2.605
30500,almost,10,2.525
30500,almost,20,2.183
30500,almost,30,1.935
30500,almost,50,1.938
30600,random,0,5.757
30600,random,5,5.372
30600,random,10,5.421
30600,random,20,4.925
30600,random,30,4.841
30600,random,50,4.861
30600,reversed,0,3.069
30600,reversed,5,2.612
30600,reversed,10,2.65
30600,reversed,20,2.499
30600,reversed,30,2.853
30600,reversed,50,3.003
30600,almost,0,3.114
30600,almost,5,2.905
30600,almost,10,2.34
30600,almost,20,2.073
30600,almost,30,2.065
30600,almost,50,1.948
30700,random,0,6.078
30700,random,5,5.554
30700,random,10,5.224
30700,random,20,4.994
30700,random,30,5.039
30700,random,50,4.94
30700,reversed,0,3.311
30700,reversed,5,2.661
30700,reversed,10,2.43
30700,reversed,20,2.605
30700,reversed,30,2.893
30700,reversed,50,2.867
30700,almost,0,3.014
30700,almost,5,2.659
30700,almost,10,2.408
30700,almost,20,2.044
30700,almost,30,1.859
30700,almost,50,1.826
30800,random,0,5.539
30800,random,5,5.649
30800,random,10,5.757
30800,random,20,5.593
30800,random,30,5.104
30800,random,50,4.918
30800,reversed,0,2.963
30800,reversed,5,2.682
30800,reversed,10,2.464
30800,reversed,20,2.282
30800,reversed,30,2.584
30800,reversed,50,2.67
30800,almost,0,3.073
30800,almost,5,2.612
30800,almost,10,2.476
30800,almost,20,2.087
30800,almost,30,2
30800,almost,50,2.027
30900,random,0,5.493
30900,random,5,5.141
30900,random,10,5.019
30900,random,20,5.25
30900,random,30,5.157
30900,random,50,5.235
30900,reversed,0,3.059
30900,reversed,5,2.459
30900,reversed,10,2.245
30900,reversed,20,2.217
30900,reversed,30,2.539
30900,reversed,50,2.638
30900,almost,0,3.041
30900,almost,5,2.643
30900,almost,10,2.589
30900,almost,20,2.198
30900,almost,30,2.008
30900,almost,50,1.923
31000,random,0,5.643
31000,random,5,5.19
31000,random,10,5.054
31000,random,20,5.196
31000,random,30,4.984
31000,random,50,4.986
31000,reversed,0,3.05
31000,reversed,5,2.614
31000,reversed,10,2.516
31000,reversed,20,2.363
31000,reversed,30,2.679
31000,reversed,50,2.766
31000,almost,0,3.294
31000,almost,5,2.837
31000,almost,10,2.447
31000,almost,20,2.099
31000,almost,30,1.97
31000,almost,50,1.924
31100,random,0,5.828
31100,random,5,5.552
31100,random,10,5.149
31100,random,20,4.837
31100,random,30,5.047
31100,random,50,4.759
31100,reversed,0,3.059
31100,reversed,5,2.483
31100,reversed,10,2.252
31100,reversed,20,2.22
31100,reversed,30,2.567
31100,reversed,50,2.719
31100,almost,0,3.051
31100,almost,5,2.487
31100,almost,10,2.745
31100,almost,20,2.141
31100,almost,30,2.102
31100,almost,50,2.057
31200,random,0,5.938
31200,random,5,5.143
31200,random,10,4.962
31200,random,20,5.382
31200,random,30,5.557
31200,random,50,5.131
31200,reversed,0,3.161
31200,reversed,5,2.929
31200,reversed,10,2.479
31200,reversed,20,2.378
31200,reversed,30,2.752
31200,reversed,50,2.792
31200,almost,0,3.341
31200,almost,5,2.75
31200,almost,10,2.504
31200,almost,20,2.206
31200,almost,30,2.124
31200,almost,50,2.193
31300,random,0,5.964
31300,random,5,5.482
31300,random,10,5.165
31300,random,20,5.215
31300,random,30,5.11
31300,random,50,5.269
31300,reversed,0,3.378
31300,reversed,5,2.673
31300,reversed,10,2.433
31300,reversed,20,2.711
31300,reversed,30,2.548
31300,reversed,50,3.077
31300,almost,0,3.501
31300,almost,5,3.046
31300,almost,10,2.476
31300,almost,20,2.206
31300,almost,30,2.217
31300,almost,50,2.022
31400,random,0,6.333
31400,random,5,5.573
31400,random,10,5.31
31400,random,20,4.849
31400,random,30,5.62
31400,random,50,4.942
31400,reversed,0,3.498
31400,reversed,5,2.684
31400,reversed,10,2.49
31400,reversed,20,2.423
31400,reversed,30,2.534
31400,reversed,50,2.997
31400,almost,0,3.23
31400,almost,5,2.699
31400,almost,10,2.831
31400,almost,20,2.457
31400,almost,30,2.148
31400,almost,50,1.997
31500,random,0,6.129
31500,random,5,5.723
31500,random,10,5.444
31500,random,20,5.133
31500,random,30,5.06
31500,random,50,5.028
31500,reversed,0,2.996
31500,reversed,5,2.696
31500,reversed,10,2.586
31500,reversed,20,2.61
31500,reversed,30,2.471
31500,reversed,50,3.014
31500,almost,0,3.592
31500,almost,5,2.701
31500,almost,10,2.463
31500,almost,20,2.209
31500,almost,30,2.16
31500,almost,50,1.996
31600,random,0,5.916
31600,random,5,6.714
31600,random,10,5.09
31600,random,20,4.699
31600,random,30,4.918
31600,random,50,5.013
31600,reversed,0,3.349
31600,reversed,5,2.644
31600,reversed,10,2.748
31600,reversed,20,2.416
31600,reversed,30,2.504
31600,reversed,50,2.901
31600,almost,0,3.148
31600,almost,5,3.317
31600,almost,10,2.531
31600,almost,20,2.376
31600,almost,30,2.133
31600,almost,50,2.091
31700,random,0,6.033
31700,random,5,6.338
31700,random,10,6.338
31700,random,20,5.935
31700,random,30,5.218
31700,random,50,5.315
31700,reversed,0,3.28
31700,reversed,5,2.671
31700,reversed,10,2.522
31700,reversed,20,3.108
31700,reversed,30,2.365
31700,reversed,50,2.883
31700,almost,0,3.129
31700,almost,5,2.672
31700,almost,10,2.655
31700,almost,20,2.173
31700,almost,30,2.375
31700,almost,50,1.878
31800,random,0,5.709
31800,random,5,5.581
31800,random,10,5.492
31800,random,20,5.262
31800,random,30,5.442
31800,random,50,4.998
31800,reversed,0,3.12
31800,reversed,5,2.609
31800,reversed,10,2.329
31800,reversed,20,2.352
31800,reversed,30,2.394
31800,reversed,50,2.844
31800,almost,0,3.152
31800,almost,5,2.721
31800,almost,10,2.389
31800,almost,20,2.191
31800,almost,30,2.159
31800,almost,50,1.936
31900,random,0,5.802
31900,random,5,5.625
31900,random,10,5.513
31900,random,20,5.29
31900,random,30,5.423
31900,random,50,5.276
31900,reversed,0,3.223
31900,reversed,5,2.622
31900,reversed,10,2.872
31900,reversed,20,2.457
31900,reversed,30,2.449
31900,reversed,50,3.308
31900,almost,0,3.257
31900,almost,5,3.269
31900,almost,10,2.4
31900,almost,20,2.698
31900,almost,30,2.138
31900,almost,50,1.944
32000,random,0,6.01
32000,random,5,6.059
32000,random,10,5.341
32000,random,20,5.659
32000,random,30,5.345
32000,random,50,5.029
32000,reversed,0,3.203
32000,reversed,5,2.936
32000,reversed,10,2.521
32000,reversed,20,2.388
32000,reversed,30,2.802
32000,reversed,50,2.968
32000,almost,0,3.633
32000,almost,5,2.796
32000,almost,10,2.545
32000,almost,20,2.235
32000,almost,30,2.4
32000,almost,50,2.164
32100,random,0,6.46
32100,random,5,5.495
32100,random,10,5.086
32100,random,20,4.98
32100,random,30,5.117
32100,random,50,5.065
32100,reversed,0,3.117
32100,reversed,5,2.579
32100,reversed,10,2.461
32100,reversed,20,2.399
32100,reversed,30,2.463
32100,reversed,50,2.73
32100,almost,0,3.211
32100,almost,5,2.624
32100,almost,10,2.379
32100,almost,20,2.111
32100,almost,30,2.204
32100,almost,50,2.043
32200,random,0,5.97
32200,random,5,5.342
32200,random,10,5.047
32200,random,20,4.811
32200,random,30,6.276
32200,random,50,6.507
32200,reversed,0,3.287
32200,reversed,5,2.871
32200,reversed,10,2.557
32200,reversed,20,2.435
32200,reversed,30,2.602
32200,reversed,50,2.985
32200,almost,0,3.829
32200,almost,5,2.74
32200,almost,10,3.489
32200,almost,20,2.212
32200,almost,30,2.192
32200,almost,50,2.094
32300,random,0,6.703
32300,random,5,5.623
32300,random,10,5.368
32300,random,20,5.428
32300,random,30,5.29
32300,random,50,5.15
32300,reversed,0,3.364
32300,reversed,5,2.773
32300,reversed,10,2.631
32300,reversed,20,3.367
32300,reversed,30,2.476
32300,reversed,50,2.968
32300,almost,0,3.259
32300,almost,5,3.058
32300,almost,10,2.413
32300,almost,20,2.258
32300,almost,30,2.324
32300,almost,50,2.074
32400,random,0,6.441
32400,random,5,5.835
32400,random,10,5.369
32400,random,20,5.174
32400,random,30,5.695
32400,random,50,5.227
32400,reversed,0,3.259
32400,reversed,5,2.632
32400,reversed,10,2.403
32400,reversed,20,2.389
32400,reversed,30,2.338
32400,reversed,50,2.998
32400,almost,0,3.187
32400,almost,5,2.669
32400,almost,10,2.447
32400,almost,20,2.284
32400,almost,30,2.274
32400,almost,50,2.017
32500,random,0,6.242
32500,random,5,5.386
32500,random,10,5.149
32500,random,20,5.101
32500,random,30,5.421
32500,random,50,5.326
32500,reversed,0,3.31
32500,reversed,5,2.655
32500,reversed,10,2.565
32500,reversed,20,2.41
32500,reversed,30,2.45
32500,reversed,50,2.795
32500,almost,0,3.347
32500,almost,5,2.939
32500,almost,10,2.469
32500,almost,20,2.25
32500,almost,30,2.278
32500,almost,50,2.066
32600,random,0,5.834
32600,random,5,5.648
32600,random,10,5.261
32600,random,20,5.459
32600,random,30,5.087
32600,random,50,5.217
32600,reversed,0,3.442
32600,reversed,5,2.669
32600,reversed,10,2.668
32600,reversed,20,2.499
32600,reversed,30,2.856
32600,reversed,50,2.966
32600,almost,0,3.746
32600,almost,5,2.772
32600,almost,10,2.841
32600,almost,20,2.3
32600,almost,30,2.3
32600,almost,50,2.241
32700,random,0,6.29
32700,random,5,5.786
32700,random,10,5.421
32700,random,20,5.271
32700,random,30,5.998
32700,random,50,5.271
