size,type,threshold,time_ms
55300,random,5,10.279
55300,random,10,9.922
55300,random,20,8.791
55300,random,30,8.779
55300,random,50,8.853
55300,reversed,0,5.401
55300,reversed,5,4.906
55300,reversed,10,4.379
55300,reversed,20,4.324
55300,reversed,30,4.692
55300,reversed,50,4.63
55300,almost,0,5.724
55300,almost,5,4.917
55300,almost,10,4.512
55300,almost,20,4.081
55300,almost,30,3.525
55300,almost,50,3.547
55400,random,0,10.111
55400,random,5,10.09
55400,random,10,8.895
55400,random,20,8.938
55400,random,30,8.685
55400,random,50,8.478
55400,reversed,0,5.343
55400,reversed,5,4.615
55400,reversed,10,4.151
55400,reversed,20,3.93
55400,reversed,30,4.579
55400,reversed,50,4.776
55400,almost,0,5.574
55400,almost,5,4.815
55400,almost,10,4.722
55400,almost,20,4.25
55400,almost,30,3.671
55400,almost,50,3.473
55500,random,0,9.988
55500,random,5,9.937
55500,random,10,8.688
55500,random,20,8.141
55500,random,30,8.14
55500,random,50,8.499
55500,reversed,0,5.354
55500,reversed,5,4.661
55500,reversed,10,4.332
55500,reversed,20,4.802
55500,reversed,30,4.467
55500,reversed,50,4.761
55500,almost,0,5.471
55500,almost,5,4.587
55500,almost,10,4.541
55500,almost,20,4.022
55500,almost,30,3.537
55500,almost,50,3.677
55600,random,0,10.346
55600,random,5,9.341
55600,random,10,9.089
55600,random,20,8.595
55600,random,30,8.484
55600,random,50,8.635
55600,reversed,0,5.455
55600,reversed,5,4.698
55600,reversed,10,4.321
55600,reversed,20,4.143
55600,reversed,30,4.683
55600,reversed,50,4.691
55600,almost,0,5.578
55600,almost,5,4.862
55600,almost,10,4.211
55600,almost,20,3.974
55600,almost,30,3.501
55600,almost,50,3.577
55700,random,0,9.493
55700,random,5,9.251
55700,random,10,8.737
55700,random,20,8.944
55700,random,30,8.653
55700,random,50,9.063
55700,reversed,0,5.548
55700,reversed,5,4.672
55700,reversed,10,4.373
55700,reversed,20,4.484
55700,reversed,30,5.219
55700,reversed,50,4.834
55700,almost,0,5.369
55700,almost,5,4.735
55700,almost,10,4.165
55700,almost,20,4.363
55700,almost,30,3.576
55700,almost,50,3.719
55800,random,0,9.868
55800,random,5,8.965
55800,random,10,8.652
55800,random,20,9.067
55800,random,30,8.838
55800,random,50,8.798
55800,reversed,0,5.233
55800,reversed,5,4.591
55800,reversed,10,4.171
55800,reversed,20,4.069
55800,reversed,30,4.679
55800,reversed,50,4.735
55800,almost,0,5.962
55800,almost,5,4.812
55800,almost,10,4.49
55800,almost,20,4.631
55800,almost,30,3.564
55800,almost,50,3.832
55900,random,0,10.76
55900,random,5,9.892
55900,random,10,9.111
55900,random,20,9.035
55900,random,30,8.664
55900,random,50,8.802
55900,reversed,0,5.083
55900,reversed,5,4.842
55900,reversed,10,4.305
55900,reversed,20,4.324
55900,reversed,30,4.596
55900,reversed,50,4.954
55900,almost,0,5.394
55900,almost,5,4.691
55900,almost,10,4.137
55900,almost,20,4.132
55900,almost,30,3.316
55900,almost,50,3.372
56000,random,0,10.089
56000,random,5,9.341
56000,random,10,9.172
56000,random,20,9.693
56000,random,30,8.818
56000,random,50,8.637
56000,reversed,0,5.29
56000,reversed,5,4.465
56000,reversed,10,4.555
56000,reversed,20,4.217
56000,reversed,30,4.911
56000,reversed,50,4.475
56000,almost,0,5.694
56000,almost,5,4.593
56000,almost,10,4.524
56000,almost,20,3.886
56000,almost,30,3.352
56000,almost,50,3.497
56100,random,0,10.645
56100,random,5,9.679
56100,random,10,9.229
56100,random,20,8.718
56100,random,30,8.377
56100,random,50,8.618
56100,reversed,0,5.892
56100,reversed,5,4.634
56100,reversed,10,4.122
56100,reversed,20,4.134
56100,reversed,30,4.491
56100,reversed,50,4.923
56100,almost,0,5.512
56100,almost,5,5.188
56100,almost,10,4.192
56100,almost,20,3.675
56100,almost,30,3.381
56100,almost,50,3.448
56200,random,0,9.721
56200,random,5,9.021
56200,random,10,9.233
56200,random,20,8.854
56200,random,30,9.011
56200,random,50,8.416
56200,reversed,0,5.222
56200,reversed,5,4.822
56200,reversed,10,4.556
56200,reversed,20,4.377
56200,reversed,30,4.722
56200,reversed,50,4.849
56200,almost,0,5.405
56200,almost,5,4.503
56200,almost,10,4.168
56200,almost,20,3.954
56200,almost,30,3.347
56200,almost,50,3.923
56300,random,0,10.127
56300,random,5,9.383
56300,random,10,9.395
56300,random,20,8.803
56300,random,30,8.743
56300,random,50,8.492
56300,reversed,0,5.447
56300,reversed,5,4.914
56300,reversed,10,4.387
56300,reversed,20,4.168
56300,reversed,30,4.842
56300,reversed,50,4.785
56300,almost,0,5.506
56300,almost,5,4.599
56300,almost,10,4.286
56300,almost,20,3.797
56300,almost,30,3.38
56300,almost,50,3.346
56400,random,0,9.703
56400,random,5,9.336
56400,random,10,9.208
56400,random,20,8.631
56400,random,30,8.403
56400,random,50,8.486
56400,reversed,0,5.669
56400,reversed,5,5.426
56400,reversed,10,4.231
56400,reversed,20,4.061
56400,reversed,30,4.906
56400,reversed,50,4.549
56400,almost,0,5.619
56400,almost,5,4.489
56400,almost,10,4.245
56400,almost,20,4.028
56400,almost,30,3.547
56400,almost,50,3.441
56500,random,0,10.039
56500,random,5,9.39
56500,random,10,9.298
56500,random,20,9.152
56500,random,30,9.103
56500,random,50,9.822
56500,reversed,0,5.315
56500,reversed,5,4.491
56500,reversed,10,4.474
56500,reversed,20,3.959
56500,reversed,30,4.863
56500,reversed,50,4.806
56500,almost,0,5.673
56500,almost,5,4.91
56500,almost,10,4.307
56500,almost,20,3.812
56500,almost,30,3.433
56500,almost,50,3.429
56600,random,0,10.038
56600,random,5,9.166
56600,random,10,8.915
56600,random,20,8.987
56600,random,30,9.369
56600,random,50,8.526
56600,reversed,0,5.496
56600,reversed,5,4.723
56600,reversed,10,4.322
56600,reversed,20,4.164
56600,reversed,30,4.822
56600,reversed,50,4.559
56600,almost,0,5.837
56600,almost,5,4.394
56600,almost,10,4.488
56600,almost,20,4.133
56600,almost,30,3.549
56600,almost,50,3.89
56700,random,0,10.406
56700,random,5,9.339
56700,random,10,9.029
56700,random,20,8.475
56700,random,30,8.819
56700,random,50,8.518
56700,reversed,0,5.078
56700,reversed,5,4.562
56700,reversed,10,4.072
56700,reversed,20,4.035
56700,reversed,30,4.633
56700,reversed,50,4.695
56700,almost,0,5.559
56700,almost,5,5.091
56700,almost,10,4.21
56700,almost,20,3.691
56700,almost,30,3.35
56700,almost,50,3.401
56800,random,0,9.778
56800,random,5,9.802
56800,random,10,9.202
56800,random,20,8.461
56800,random,30,8.699
56800,random,50,8.332
56800,reversed,0,5.585
56800,reversed,5,4.397
56800,reversed,10,4.517
56800,reversed,20,4.636
56800,reversed,30,4.887
56800,reversed,50,4.614
56800,almost,0,5.532
56800,almost,5,4.671
56800,almost,10,4.287
56800,almost,20,4.065
56800,almost,30,3.853
56800,almost,50,3.73
56900,random,0,10.491
56900,random,5,10.215
56900,random,10,9.684
56900,random,20,8.895
56900,random,30,8.701
56900,random,50,8.98
56900,reversed,0,6.1
56900,reversed,5,5.01
56900,reversed,10,4.619
56900,reversed,20,4.193
56900,reversed,30,4.779
56900,reversed,50,4.76
56900,almost,0,5.715
56900,almost,5,4.858
56900,almost,10,4.149
56900,almost,20,3.723
56900,almost,30,3.591
56900,almost,50,3.605
57000,random,0,10.588
57000,random,5,9.492
57000,random,10,9.387
57000,random,20,8.711
57000,random,30,8.898
57000,random,50,8.767
57000,reversed,0,5.756
57000,reversed,5,4.907
57000,reversed,10,4.328
57000,reversed,20,4.235
57000,reversed,30,4.852
57000,reversed,50,5.21
57000,almost,0,6.083
57000,almost,5,4.75
57000,almost,10,4.637
57000,almost,20,4.225
57000,almost,30,3.466
57000,almost,50,3.606
57100,random,0,10.366
57100,random,5,9.417
57100,random,10,9.184
57100,random,20,8.887
57100,random,30,8.665
57100,random,50,8.852
57100,reversed,0,5.595
57100,reversed,5,4.864
57100,reversed,10,4.345
57100,reversed,20,4.289
57100,reversed,30,5.017
57100,reversed,50,5.152
57100,almost,0,5.696
57100,almost,5,4.686
57100,almost,10,4.229
57100,almost,20,3.851
57100,almost,30,3.572
57100,almost,50,3.577
57200,random,0,10.148
57200,random,5,9.858
57200,random,10,9.01
57200,random,20,9.86
57200,random,30,8.972
57200,random,50,9.503
57200,reversed,0,5.471
57200,reversed,5,4.88
57200,reversed,10,4.24
57200,reversed,20,4.186
57200,reversed,30,4.921
57200,reversed,50,4.749
57200,almost,0,5.759
57200,almost,5,5.804
57200,almost,10,4.29
57200,almost,20,4.024
57200,almost,30,3.884
57200,almost,50,3.487
57300,random,0,10.517
57300,random,5,9.484
57300,random,10,9.07
57300,random,20,8.512
57300,random,30,8.715
57300,random,50,8.754
57300,reversed,0,5.776
57300,reversed,5,5.259
57300,reversed,10,4.416
57300,reversed,20,4.39
57300,reversed,30,4.714
57300,reversed,50,4.677
57300,almost,0,6.068
57300,almost,5,5.073
57300,almost,10,4.565
57300,almost,20,3.944
57300,almost,30,3.5
57300,almost,50,3.604
57400,random,0,10.676
57400,random,5,9.999
57400,random,10,9.561
57400,random,20,9.462
57400,random,30,8.685
57400,random,50,8.999
57400,reversed,0,5.883
57400,reversed,5,4.934
57400,reversed,10,4.395
57400,reversed,20,4.219
57400,reversed,30,5.095
57400,reversed,50,4.855
57400,almost,0,5.605
57400,almost,5,4.619
57400,almost,10,4.489
57400,almost,20,4.02
57400,almost,30,3.544
57400,almost,50,3.685
57500,random,0,10.601
57500,random,5,9.427
57500,random,10,9.896
57500,random,20,8.771
57500,random,30,8.515
57500,random,50,9.41
57500,reversed,0,6.005
57500,reversed,5,4.661
57500,reversed,10,4.491
57500,reversed,20,4.195
57500,reversed,30,4.573
57500,reversed,50,4.808
57500,almost,0,5.329
57500,almost,5,4.852
57500,almost,10,4.59
57500,almost,20,4.208
57500,almost,30,3.743
57500,almost,50,3.516
57600,random,0,10.361
57600,random,5,9.536
57600,random,10,9.637
57600,random,20,8.98
57600,random,30,8.925
57600,random,50,9.181
57600,reversed,0,5.87
57600,reversed,5,4.837
57600,reversed,10,4.888
57600,reversed,20,4.324
57600,reversed,30,4.901
57600,reversed,50,4.981
57600,almost,0,5.947
57600,almost,5,4.945
57600,almost,10,4.593
57600,almost,20,3.862
57600,almost,30,3.439
57600,almost,50,3.425
57700,random,0,10.502
57700,random,5,9.714
57700,random,10,9.751
57700,random,20,8.901
57700,random,30,8.954
57700,random,50,8.893
57700,reversed,0,5.877
57700,reversed,5,5.063
57700,reversed,10,4.428
57700,reversed,20,4.242
57700,reversed,30,4.844
57700,reversed,50,4.909
57700,almost,0,5.601
57700,almost,5,5.114
57700,almost,10,4.51
57700,almost,20,3.845
57700,almost,30,3.526
57700,almost,50,3.987
57800,random,0,10.47
57800,random,5,9.778
57800,random,10,10.191
57800,random,20,8.694
57800,random,30,9.25
57800,random,50,8.663
57800,reversed,0,5.453
57800,reversed,5,4.838
57800,reversed,10,4.483
57800,reversed,20,4.47
57800,reversed,30,4.887
57800,reversed,50,4.915
57800,almost,0,5.697
57800,almost,5,4.945
57800,almost,10,4.662
57800,almost,20,3.854
57800,almost,30,3.572
57800,almost,50,4.162
57900,random,0,10.723
57900,random,5,9.624
57900,random,10,9.079
57900,random,20,9.242
57900,random,30,8.884
57900,random,50,9.013
57900,reversed,0,5.638
57900,reversed,5,4.742
57900,reversed,10,4.518
57900,reversed,20,4.101
57900,reversed,30,4.873
57900,reversed,50,5.004
57900,almost,0,5.46
57900,almost,5,4.897
57900,almost,10,4.793
57900,almost,20,3.99
57900,almost,30,3.534
57900,almost,50,3.578
58000,random,0,10.629
58000,random,5,9.745
58000,random,10,9.46
58000,random,20,8.821
58000,random,30,9.083
58000,random,50,9.021
58000,reversed,0,5.469
58000,reversed,5,4.84
58000,reversed,10,4.368
58000,reversed,20,4.22
58000,reversed,30,4.742
58000,reversed,50,5.128
58000,almost,0,5.524
58000,almost,5,4.934
58000,almost,10,4.488
58000,almost,20,4.031
58000,almost,30,3.458
58000,almost,50,3.623
58100,random,0,10.474
58100,random,5,9.586
58100,random,10,9.919
58100,random,20,8.917
58100,random,30,8.948
58100,random,50,8.627
58100,reversed,0,6.241
58100,reversed,5,4.815
58100,reversed,10,4.643
58100,reversed,20,4.286
58100,reversed,30,4.854
58100,reversed,50,5.045
58100,almost,0,5.655
58100,almost,5,4.833
58100,almost,10,4.797
58100,almost,20,3.81
58100,almost,30,4.117
58100,almost,50,3.722
58200,random,0,10.592
58200,random,5,9.926
58200,random,10,9.712
58200,random,20,9.654
58200,random,30,9.636
58200,random,50,9.548
58200,reversed,0,5.602
58200,reversed,5,5.075
58200,reversed,10,4.485
58200,reversed,20,4.285
58200,reversed,30,5.235
58200,reversed,50,4.927
58200,almost,0,6.017
58200,almost,5,4.848
58200,almost,10,4.582
58200,almost,20,3.85
58200,almost,30,3.62
58200,almost,50,4.058
58300,random,0,10.22
58300,random,5,9.566
58300,random,10,9.243
58300,random,20,8.76
58300,random,30,8.878
58300,random,50,8.826
58300,reversed,0,5.479
58300,reversed,5,4.798
58300,reversed,10,4.346
58300,reversed,20,4.276
58300,reversed,30,5.207
58300,reversed,50,4.76
58300,almost,0,5.783
58300,almost,5,4.757
58300,almost,10,4.467
58300,almost,20,3.975
58300,almost,30,3.502
58300,almost,50,3.64
58400,random,0,12.459
58400,random,5,11.05
58400,random,10,10.22
58400,random,20,9.868
58400,random,30,9.671
58400,random,50,9.361
58400,reversed,0,5.715
58400,reversed,5,4.803
58400,reversed,10,4.713
58400,reversed,20,6.252
58400,reversed,30,5.205
58400,reversed,50,5.024
58400,almost,0,5.682
58400,almost,5,4.893
58400,almost,10,4.547
58400,almost,20,4.772
58400,almost,30,3.801
58400,almost,50,3.531
58500,random,0,10.373
58500,random,5,9.992
58500,random,10,9.601
58500,random,20,9.149
58500,random,30,9.275
58500,random,50,9.183
58500,reversed,0,5.724
58500,reversed,5,5.139
58500,reversed,10,4.695
58500,reversed,20,4.56
58500,reversed,30,4.931
58500,reversed,50,4.964
58500,almost,0,5.781
58500,almost,5,5.012
58500,almost,10,4.412
58500,almost,20,4.071
58500,almost,30,3.438
58500,almost,50,3.74
58600,random,0,10.431
58600,random,5,9.756
58600,random,10,9.119
58600,random,20,8.876
58600,random,30,8.788
58600,random,50,9.23
58600,reversed,0,5.807
58600,reversed,5,5.034
58600,reversed,10,4.48
58600,reversed,20,4.791
58600,reversed,30,4.859
58600,reversed,50,5.338
58600,almost,0,6.207
58600,almost,5,5.187
58600,almost,10,4.83
58600,almost,20,4.505
58600,almost,30,3.721
58600,almost,50,4.04
58700,random,0,10.189
58700,random,5,9.913
58700,random,10,9.582
58700,random,20,8.616
58700,random,30,8.707
58700,random,50,9.129
58700,reversed,0,5.622
58700,reversed,5,4.852
58700,reversed,10,4.882
58700,reversed,20,4.325
58700,reversed,30,5.008
58700,reversed,50,4.834
58700,almost,0,5.787
58700,almost,5,5.259
58700,almost,10,4.532
58700,almost,20,4.274
58700,almost,30,3.722
58700,almost,50,4.201
58800,random,0,10.451
58800,random,5,9.554
58800,random,10,9.087
58800,random,20,9.127
58800,random,30,9.194
58800,random,50,8.974
58800,reversed,0,5.944
58800,reversed,5,4.828
58800,reversed,10,4.484
58800,reversed,20,4.457
58800,reversed,30,5.036
58800,reversed,50,5.115
58800,almost,0,5.772
58800,almost,5,5.164
58800,almost,10,4.513
58800,almost,20,3.948
58800,almost,30,3.791
58800,almost,50,3.716
58900,random,0,10.85
58900,random,5,9.997
58900,random,10,9.092
58900,random,20,8.93
58900,random,30,9.537
58900,random,50,9.05
58900,reversed,0,5.509
58900,reversed,5,4.732
58900,reversed,10,4.482
58900,reversed,20,4.784
58900,reversed,30,5.207
58900,reversed,50,6.441
58900,almost,0,5.871
58900,almost,5,4.936
58900,almost,10,4.534
58900,almost,20,4.44
58900,almost,30,4.064
58900,almost,50,3.917
59000,random,0,10.38
59000,random,5,9.921
59000,random,10,9.096
59000,random,20,9.193
59000,random,30,9.714
59000,random,50,9.583
59000,reversed,0,6.052
59000,reversed,5,5.047
59000,reversed,10,5.076
59000,reversed,20,4.201
59000,reversed,30,5.449
59000,reversed,50,5.081
59000,almost,0,5.874
59000,almost,5,4.821
59000,almost,10,4.706
59000,almost,20,3.993
59000,almost,30,3.502
59000,almost,50,3.52
59100,random,0,10.678
59100,random,5,9.72
59100,random,10,9.032
59100,random,20,8.726
59100,random,30,8.889
59100,random,50,8.904
59100,reversed,0,5.373
59100,reversed,5,4.629
59100,reversed,10,4.258
59100,reversed,20,4.243
59100,reversed,30,5.05
59100,reversed,50,5.074
59100,almost,0,5.777
59100,almost,5,5.087
59100,almost,10,4.702
59100,almost,20,4.14
59100,almost,30,4.079
59100,almost,50,4.025
59200,random,0,10.705
59200,random,5,10.128
59200,random,10,10.033
59200,random,20,9.254
59200,random,30,9.12
59200,random,50,9.027
59200,reversed,0,6.195
59200,reversed,5,4.985
59200,reversed,10,4.316
59200,reversed,20,4.116
59200,reversed,30,4.939
59200,reversed,50,4.984
59200,almost,0,5.961
59200,almost,5,4.724
59200,almost,10,4.457
59200,almost,20,4.164
59200,almost,30,3.753
59200,almost,50,3.732
59300,random,0,11.163
59300,random,5,9.657
59300,random,10,9.356
59300,random,20,9.025
59300,random,30,8.898
59300,random,50,9.23
59300,reversed,0,5.848
59300,reversed,5,4.889
59300,reversed,10,4.842
59300,reversed,20,4.339
59300,reversed,30,5.187
59300,reversed,50,5.136
59300,almost,0,5.883
59300,almost,5,4.741
59300,almost,10,4.502
59300,almost,20,3.98
59300,almost,30,3.52
59300,almost,50,3.667
59400,random,0,10.482
59400,random,5,9.745
59400,random,10,9.845
59400,random,20,9.221
59400,random,30,9.333
59400,random,50,9.439
59400,reversed,0,6.073
59400,reversed,5,5.03
59400,reversed,10,4.467
59400,reversed,20,4.422
59400,reversed,30,5.148
59400,reversed,50,4.976
59400,almost,0,5.85
59400,almost,5,4.974
59400,almost,10,4.734
59400,almost,20,4.061
59400,almost,30,3.672
59400,almost,50,3.605
59500,random,0,10.792
59500,random,5,10.285
59500,random,10,10.128
59500,random,20,9.291
59500,random,30,9.378
59500,random,50,10.07
59500,reversed,0,6.149
59500,reversed,5,5.177
59500,reversed,10,4.463
59500,reversed,20,4.789
59500,reversed,30,5.091
59500,reversed,50,5.137
59500,almost,0,5.695
59500,almost,5,5.025
59500,almost,10,4.472
59500,almost,20,4.263
59500,almost,30,3.868
59500,almost,50,3.563
59600,random,0,11.079
59600,random,5,10.128
59600,random,10,9.551
59600,random,20,9.187
59600,random,30,9.3
59600,random,50,9.254
59600,reversed,0,6.182
59600,reversed,5,5.37
59600,reversed,10,4.463
59600,reversed,20,4.555
59600,reversed,30,5.042
59600,reversed,50,5.333
59600,almost,0,5.993
59600,almost,5,4.829
59600,almost,10,4.608
59600,almost,20,4.446
59600,almost,30,3.718
59600,almost,50,3.733
59700,random,0,10.63
59700,random,5,10.359
59700,random,10,10.517
59700,random,20,9.361
59700,random,30,9.616
59700,random,50,9.57
59700,reversed,0,5.924
59700,reversed,5,5.157
59700,reversed,10,5.011
59700,reversed,20,4.355
59700,reversed,30,5.037
59700,reversed,50,5.085
59700,almost,0,5.813
59700,almost,5,5.022
59700,almost,10,4.741
59700,almost,20,3.964
59700,almost,30,3.782
59700,almost,50,3.785
59800,random,0,10.936
59800,random,5,10.224
59800,random,10,9.724
59800,random,20,9.039
59800,random,30,9.05
59800,random,50,9.097
59800,reversed,0,5.662
59800,reversed,5,5.064
59800,reversed,10,4.524
59800,reversed,20,4.331
59800,reversed,30,5.39
59800,reversed,50,5.351
59800,almost,0,6.276
59800,almost,5,4.913
59800,almost,10,4.551
59800,almost,20,3.861
59800,almost,30,3.672
59800,almost,50,3.837
59900,random,0,10.848
59900,random,5,10.129
59900,random,10,9.712
59900,random,20,9.637
59900,random,30,9.131
59900,random,50,9.794
59900,reversed,0,5.544
59900,reversed,5,5.108
59900,reversed,10,4.344
59900,reversed,20,4.573
59900,reversed,30,5.297
59900,reversed,50,4.933
59900,almost,0,5.835
59900,almost,5,5.025
59900,almost,10,4.756
59900,almost,20,4.008
59900,almost,30,3.674
59900,almost,50,3.685
60000,random,0,11.056
60000,random,5,9.922
60000,random,10,10.083
60000,random,20,9.191
60000,random,30,9.005
60000,random,50,9.332
60000,reversed,0,5.725
60000,reversed,5,4.993
60000,reversed,10,4.407
60000,reversed,20,4.701
60000,reversed,30,5.191
60000,reversed,50,5.151
60000,almost,0,5.95
60000,almost,5,5.181
60000,almost,10,4.713
60000,almost,20,3.913
60000,almost,30,3.912
60000,almost,50,3.71
60100,random,0,10.695
60100,random,5,11.1
60100,random,10,9.687
60100,random,20,9.299
60100,random,30,9.137
60100,random,50,9.366
60100,reversed,0,5.673
60100,reversed,5,4.879
60100,reversed,10,4.625
60100,reversed,20,5.135
60100,reversed,30,5.228
60100,reversed,50,5.514
60100,almost,0,6.071
60100,almost,5,4.877
60100,almost,10,4.426
60100,almost,20,4.081
60100,almost,30,3.634
60100,almost,50,3.884
60200,random,0,10.943
60200,random,5,10.187
60200,random,10,10.01
60200,random,20,9.462
60200,random,30,9.205
60200,random,50,9.76
60200,reversed,0,5.775
60200,reversed,5,4.96
60200,reversed,10,4.737
60200,reversed,20,4.754
60200,reversed,30,4.96
60200,reversed,50,5.751
60200,almost,0,5.899
60200,almost,5,5.045
60200,almost,10,4.605
60200,almost,20,4.045
60200,almost,30,3.623
60200,almost,50,3.638
60300,random,0,10.487
60300,random,5,9.954
60300,random,10,9.732
60300,random,20,9.139
60300,random,30,9.519
60300,random,50,9.401
60300,reversed,0,5.66
60300,reversed,5,4.802
60300,reversed,10,4.498
60300,reversed,20,4.62
60300,reversed,30,5.372
60300,reversed,50,5.255
60300,almost,0,5.741
60300,almost,5,5.065
60300,almost,10,4.818
60300,almost,20,4.044
60300,almost,30,3.73
60300,almost,50,3.561
60400,random,0,10.707
60400,random,5,10.268
60400,random,10,9.706
60400,random,20,8.889
60400,random,30,9.617
60400,random,50,9.732
60400,reversed,0,5.999
60400,reversed,5,5.011
60400,reversed,10,4.475
60400,reversed,20,4.555
60400,reversed,30,5.495
60400,reversed,50,5.453
60400,almost,0,5.989
60400,almost,5,5.081
60400,almost,10,4.491
60400,almost,20,4.187
60400,almost,30,3.776
60400,almost,50,3.782
60500,random,0,10.825
60500,random,5,10.184
60500,random,10,9.738
60500,random,20,8.876
60500,random,30,8.985
60500,random,50,9.11
60500,reversed,0,5.815
60500,reversed,5,4.952
60500,reversed,10,4.342
60500,reversed,20,4.479
60500,reversed,30,5.235
60500,reversed,50,5.029
60500,almost,0,5.866
60500,almost,5,4.883
60500,almost,10,4.63
60500,almost,20,4.201
60500,almost,30,3.932
60500,almost,50,3.705
60600,random,0,10.908
60600,random,5,10.538
60600,random,10,9.613
60600,random,20,9.675
60600,random,30,9.577
60600,random,50,9.258
60600,reversed,0,6.032
60600,reversed,5,5.269
60600,reversed,10,4.767
60600,reversed,20,4.415
60600,reversed,30,5.261
60600,reversed,50,5.975
60600,almost,0,6.176
60600,almost,5,5.387
60600,almost,10,4.861
60600,almost,20,4.491
60600,almost,30,4.213
60600,almost,50,3.882
60700,random,0,10.766
60700,random,5,10.257
60700,random,10,10.074
60700,random,20,9.005
60700,random,30,9.095
60700,random,50,9.557
60700,reversed,0,5.998
60700,reversed,5,4.922
60700,reversed,10,5.043
60700,reversed,20,4.633
60700,reversed,30,5.596
60700,reversed,50,5.148
60700,almost,0,6.176
60700,almost,5,4.831
60700,almost,10,4.557
60700,almost,20,4.092
60700,almost,30,3.871
60700,almost,50,4.026
60800,random,0,11.041
60800,random,5,10.038
60800,random,10,9.871
60800,random,20,9.378
60800,random,30,9.234
60800,random,50,9.03
60800,reversed,0,5.89
60800,reversed,5,5.348
60800,reversed,10,4.745
60800,reversed,20,4.695
60800,reversed,30,5.331
60800,reversed,50,5.873
60800,almost,0,5.862
60800,almost,5,5.048
60800,almost,10,4.449
60800,almost,20,4.175
60800,almost,30,3.851
60800,almost,50,3.789
60900,random,0,10.896
60900,random,5,10.468
60900,random,10,9.959
60900,random,20,9.469
60900,random,30,9.173
60900,random,50,9.415
60900,reversed,0,5.886
60900,reversed,5,4.961
60900,reversed,10,4.615
60900,reversed,20,4.765
60900,reversed,30,5.009
60900,reversed,50,5.264
60900,almost,0,5.893
60900,almost,5,4.955
60900,almost,10,4.478
60900,almost,20,4.147
60900,almost,30,3.774
60900,almost,50,3.814
61000,random,0,10.992
61000,random,5,11.018
61000,random,10,10.06
61000,random,20,9.472
61000,random,30,9.469
61000,random,50,9.606
61000,reversed,0,5.839
61000,reversed,5,4.991
61000,reversed,10,4.579
61000,reversed,20,4.502
61000,reversed,30,5.421
61000,reversed,50,5.3
61000,almost,0,6.093
61000,almost,5,5.152
61000,almost,10,4.585
61000,almost,20,4.05
61000,almost,30,3.782
61000,almost,50,3.854
61100,random,0,10.644
61100,random,5,10.598
61100,random,10,9.6
61100,random,20,9.657
61100,random,30,10.003
61100,random,50,9.894
61100,reversed,0,6.136
61100,reversed,5,5.273
61100,reversed,10,4.611
61100,reversed,20,4.677
61100,reversed,30,5.193
61100,reversed,50,5.091
61100,almost,0,6.143
61100,almost,5,5.211
61100,almost,10,4.71
61100,almost,20,4.045
61100,almost,30,3.739
61100,almost,50,3.902
61200,random,0,11.046
61200,random,5,10.126
61200,random,10,9.632
61200,random,20,10.16
61200,random,30,9.558
61200,random,50,9.534
61200,reversed,0,7.21
61200,reversed,5,5.004
61200,reversed,10,4.528
61200,reversed,20,4.84
61200,reversed,30,6.035
61200,reversed,50,5.492
61200,almost,0,6.151
61200,almost,5,5.054
61200,almost,10,4.696
61200,almost,20,4.506
61200,almost,30,3.689
61200,almost,50,3.622
61300,random,0,11.034
61300,random,5,10.078
61300,random,10,9.617
61300,random,20,9.578
61300,random,30,9.504
61300,random,50,10.64
61300,reversed,0,5.921
61300,reversed,5,5.136
61300,reversed,10,5.026
61300,reversed,20,4.299
61300,reversed,30,5.199
61300,reversed,50,5.271
61300,almost,0,6.659
61300,almost,5,4.835
61300,almost,10,4.801
61300,almost,20,4.21
61300,almost,30,3.962
61300,almost,50,3.76
61400,random,0,11.57
61400,random,5,10.973
61400,random,10,10.319
61400,random,20,9.734
61400,random,30,9.438
61400,random,50,9.492
61400,reversed,0,5.625
61400,reversed,5,5.047
61400,reversed,10,4.464
61400,reversed,20,4.437
61400,reversed,30,5.176
61400,reversed,50,5.358
61400,almost,0,5.822
61400,almost,5,5.171
61400,almost,10,4.695
61400,almost,20,4.057
61400,almost,30,4.023
61400,almost,50,3.736
61500,random,0,11.119
61500,random,5,10.359
61500,random,10,10.653
61500,random,20,9.792
61500,random,30,9.389
61500,random,50,9.451
61500,reversed,0,6.335
61500,reversed,5,5.095
61500,reversed,10,4.882
61500,reversed,20,4.414
61500,reversed,30,5.202
61500,reversed,50,5.389
61500,almost,0,5.988
61500,almost,5,5.174
61500,almost,10,4.803
61500,almost,20,4.264
61500,almost,30,3.847
61500,almost,50,4.087
61600,random,0,11.843
61600,random,5,10.536
61600,random,10,9.961
61600,random,20,9.646
61600,random,30,9.618
61600,random,50,9.419
61600,reversed,0,5.807
61600,reversed,5,4.816
61600,reversed,10,4.679
61600,reversed,20,5.138
61600,reversed,30,5.194
61600,reversed,50,5.088
61600,almost,0,5.762
61600,almost,5,5.164
61600,almost,10,4.481
61600,almost,20,4.17
61600,almost,30,3.694
61600,almost,50,3.715
61700,random,0,10.596
61700,random,5,10.642
61700,random,10,9.839
61700,random,20,9.847
61700,random,30,9.462
61700,random,50,9.536
61700,reversed,0,5.717
61700,reversed,5,4.888
61700,reversed,10,4.836
61700,reversed,20,4.546
61700,reversed,30,5.447
61700,reversed,50,5.6
61700,almost,0,5.804
61700,almost,5,5.666
